id,name,details,gender,category
Men:ACCESSORIES:224,METAL LINK CHAIN,Chain comprising metal chain links. Lobster clasp closure.Length: Medium.,Men,ACCESSORIES
Men:ACCESSORIES:225,METAL LINK CHAIN,Chain comprising metal links with a 925 MM silver-plated finish. Lobster clasp fastening.Length: Medium.,Men,ACCESSORIES
Men:ACCESSORIES:227,CONTRAST CHAIN WITH PEARL BEADS,Contrast metal chain with pearl beads. 925 MM silver-plated finish. Lobster clasp fastening.Length: Medium.,Men,ACCESSORIES
Men:ACCESSORIES:228,ENGRAVED CHAIN LINK BRACELET,Bracelet comprising metal links with engraved slogan detail. Clasp fastening.,Men,ACCESSORIES
Men:ACCESSORIES:229,CHAIN LINK BRACELET,Bracelet comprising metal links with a 925 MM silver-plated finish. Lobster clasp fastening.,Men,ACCESSORIES
Men:ACCESSORIES:230,BRACELET WITH METAL LINKS,Bracelet with metal chain links. Lobster clasp closure.,Men,ACCESSORIES
Men:ACCESSORIES:231,IRREGULAR RIGID BRACELET,Open metal bracelet. Irregular 925 MM silver-plated finish.,Men,ACCESSORIES
Men:ACCESSORIES:232,MINI NYLON MESSENGER BAG,Crossbody bag. Soft design. The main compartment is under the flap and fastens with a metal hook. Adjustable strap.,Men,ACCESSORIES
Men:ACCESSORIES:236,MINI CROSSBODY BAG WITH FLAP,Crossbody bag. Soft construction. The main compartment has zip closure and the inside has a small pocket without closure. Front pocket with magnetic closure and flap. Adjustable and detachable shoulder strap.,Men,ACCESSORIES
Men:ACCESSORIES:237,BAG WITH MULTIPLE POCKETS,Handbag. Multiple detachable pockets on a central hoop. Main bag with zip closure. The inside has four small pockets without closures. Second small bucket bag with gathered drawstring closure. Third small bag that can be used as a purse or a case for headphones (compatible with AirPods® sizes). Adjustable shoulder strap.Main pocket: Length x height: 19 x 12 / 7.4 x 4.7″Bucket pocket: Length x height x width: 8 x 10 x 8 . / 3.1 x 3.9 x 3.1″Purse pocket:,Men,ACCESSORIES
Men:ACCESSORIES:239,DENIM EARPHONE BAG,Earphone bag made of denim. Zip closure. Adjustable and detachable cord.,Men,ACCESSORIES
Men:ACCESSORIES:240,NYLON MULTI-POCKET BAG,Handbag. Multiple detachable pockets on a central hoop. Main bag with zip closure. The inside has four small pockets without closures. Second small bucket bag with gathered drawstring closure. Third small bag that can be used as a purse or a case for headphones (compatible with AirPods® sizes). Adjustable shoulder strap.Main pocket: Length x height: 19 x 12 / 7.4 x 4.7″Bucket pocket: Length x height x width: 8 x 10 x 8 / 3.1 x 3.9 x 3.1″Purse pocket:,Men,ACCESSORIES
Men:ACCESSORIES:241,HOOP EARRINGS,Metal earrings. Push-back closure.,Men,ACCESSORIES
Men:ACCESSORIES:242,IRREGULAR EARRINGS,Earrings with an irregular finish. Push-back fastening.,Men,ACCESSORIES
Men:ACCESSORIES:243,EARRINGS,Metal earrings. 925 MM silver-plated finish. Push-back clasps.,Men,ACCESSORIES
